חותמת זמן,איזה סוג ספורט תחרותי/קבוצתי אתה משחק בתדירות הגבוהה ביותר? (ניתן לבחור כמה),גיל,מין,אזור,"באיזו תדירות אתה משחק ספורט תחרותי או קבוצתי (כדורגל, כדורסל, פאדל טניס וכו')?",עד כמה חשוב לך לדעת אם אתה משתפר לאורך זמן?,מה אתה עושה היום כדי לעקוב אחרי הביצועים שלך? (ניתן לבחור כמה),מה הכי חסר לך כשאתה מסיים אימון או משחק מול חברים? (ניתן לבחור כמה),אם הייתה אפליקציה שנותנת לך דירוג אמיתי ובונה לך כרטיס שחקן עם סטטיסטיקות כמה סביר שהיית מתקין אותה?,"אם הייתה אפליקציה כזאת, זה היה מעלה לך את המוטיבציה לעשות ספורט?",באיזו פלטפורמה אתה בעיקר משתמש היום כדי לקבוע משחקים או למצוא שחקנים?,"מה המידע שהכי חסר לך כדי לצאת מהבית לשחק במגרש ציבורי? (לא חובה ניתן לבחור כמה)
","כשמתחשק לך פתאום לצאת לשחק עכשיו, עד כמה קשה לך למצוא שחקנים ברמה שלך?","אם הייתה לך גישה לקלף שחקן דיגיטלי מעוצב שכולל את ציון ה""אוברול"" שלך והסטטיסטיקות, האם היית משתף אותו ברשתות החברתיות (סטורי, וואטסאפ)?","מה ה""פיצ'ר חלומות"" שהיה גורם לך לפתוח אפליקציית ספורט כזו לפני או אחרי כל משחק?","האם היית מוכן לשלם עבור אפליקציה שתספק לך דירוג מדויק מול אחרים וניתוחי AI על הביצועים שלך (pace, shooting לדוגמא)?",עד כמה היית מעוניין להשתמש במערכת שתתעד באופן אוטומטי את תוצאת המשחק וסרטוני ההיילייטס במגרש הציבורי?,דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [דירוג אישי (Overall score)],"דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [סטטיסטיקות ספציפיות (מהירות, מרחק, קליעות, שערים)]",דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [סרטוני היילייטס ],דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [הכרה חברתית / פרסים]
05/04/2026 21:40:35,כדורסל,26-35,זכר,באר שבע והדרום,3 פעמים בשבוע או יותר,4,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin)","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), הכרה והערכה על ביצועים טובים, שום דבר, אני נהנה גם ככה",5,4,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",4,"כנראה שלא, אני שומר את הנתונים לעצמי",כל מה שמקושר לענף,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),3,חשוב מאוד,חשוב מאוד,חשוב מעט,לא חשוב
05/04/2026 21:43:02,"כדורסל, פאדל",46+,זכר,אזור השרון,1-2 פעמים בשבוע,3,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin)","שום דבר, אני נהנה גם ככה",3,1,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),3,"כנראה שלא, אני שומר את הנתונים לעצמי",,לא הייתי משתמש / לא מעניין אותי,1,לא חשוב,חשוב מעט,לא חשוב,לא חשוב
05/04/2026 21:52:07,כדורסל,36-45,זכר,באר שבע והדרום,3 פעמים בשבוע או יותר,4,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), שום דבר, אני נהנה גם ככה",3,1,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),3,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,4,חשוב מעט,חשוב מעט,חשוב מעט,לא חשוב
05/04/2026 22:04:09,כדורסל,19-25,זכר,אזור השרון,1-2 פעמים בשבוע,3,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",4,4,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",כמה אנשים נמצאים שם ברגע זה? (רמת עומס),5,"כנראה שלא, אני שומר את הנתונים לעצמי",,לא הייתי משתמש / לא מעניין אותי,1,חשוב מאוד,חשוב מאוד,לא חשוב,חשוב מעט
05/04/2026 22:06:12,כדורסל,26-35,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,2,זוכר בראש מי ניצח וכמה הבקעתי,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",2,1,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",2,"כנראה שלא, אני שומר את הנתונים לעצמי",,לא הייתי משתמש / לא מעניין אותי,3,לא חשוב,חשוב מאוד,חשוב מאוד,לא חשוב
05/04/2026 22:17:33,כדורסל,26-35,זכר,תל אביב והמרכז,3 פעמים בשבוע או יותר,5,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו), שום דבר, אני נהנה גם ככה",4,5,קבוצות וואטסאפ של השכונה/החבר'ה,"כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",3,תלוי כמה העיצוב יהיה מרשים,,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מאוד,לא חשוב,לא חשוב
05/04/2026 22:18:22,כדורסל,36-45,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,3,"זוכר בראש מי ניצח וכמה הבקעתי, כלום","תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו), שום דבר, אני נהנה גם ככה",3,3,קבוצות וואטסאפ של השכונה/החבר'ה,"כמה אנשים נמצאים שם ברגע זה? (רמת עומס), שעות פעילות מדויקות",4,"כנראה שלא, אני שומר את הנתונים לעצמי",-,הייתי משתמש רק אם זה בחינם,2,חשוב מעט,לא חשוב,לא חשוב,לא חשוב
05/04/2026 22:21:11,כדורסל,19-25,זכר,תל אביב והמרכז,פעם בכמה שבועות,3,כלום,"שום דבר, אני נהנה גם ככה",2,2,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",5,אין לי רשתות חברתיות / לא מעלה כלום,,לא הייתי משתמש / לא מעניין אותי,2,חשוב מעט,לא חשוב,לא חשוב,לא חשוב
05/04/2026 22:21:21,כדורסל,46+,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,2,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, שום דבר, אני נהנה גם ככה",5,4,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",,4,תלוי כמה העיצוב יהיה מרשים,סטטיסטיקה כמו במשחק אמיתי,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מאוד,חשוב מאוד,לא חשוב
05/04/2026 22:23:32,כדורסל,46+,זכר,אזור השרון,1-2 פעמים בשבוע,5,זוכר בראש מי ניצח וכמה הבקעתי,"הכרה והערכה על ביצועים טובים, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",1,1,קבוצות וואטסאפ של השכונה/החבר'ה,שעות פעילות מדויקות,3,אין לי רשתות חברתיות / לא מעלה כלום,חיפוש שחקנים למשחק באיזור,לא הייתי משתמש / לא מעניין אותי,1,חשוב מעט,חשוב מעט,לא חשוב,לא חשוב
05/04/2026 22:24:09,כדורסל,26-35,זכר,באר שבע והדרום,3 פעמים בשבוע או יותר,5,מעלה סרטונים ותמונות לרשתות החברתיות (אינסטגרם/טיקטוק),"דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,"מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",4,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,5,חשוב מעט,חשוב מאוד,לא חשוב,חשוב מעט
05/04/2026 22:24:28,כדורסל,19-25,זכר,תל אביב והמרכז,פעם בכמה שבועות,4,כלום,דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין),5,5,קבוצות פייסבוק,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס)",3,תלוי כמה העיצוב יהיה מרשים,אפשרות לדעת מי במגרש כרגע שהוא ברמה שלי,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,2,חשוב מאוד,חשוב מאוד,לא חשוב,חשוב מאוד
05/04/2026 22:25:01,כדורגל,36-45,זכר,אזור השרון,1-2 פעמים בשבוע,2,כלום,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת",3,3,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),3,אין לי רשתות חברתיות / לא מעלה כלום,,הייתי משתמש רק אם זה בחינם,4,חשוב מעט,חשוב מעט,חשוב מעט,חשוב מעט
05/04/2026 22:51:03,כדורסל,36-45,זכר,אזור השרון,1-2 פעמים בשבוע,3,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), זוכר בראש מי ניצח וכמה הבקעתי","סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), הכרה והערכה על ביצועים טובים, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,2,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),4,אין לי רשתות חברתיות / לא מעלה כלום,,הייתי משתמש רק אם זה בחינם,1,חשוב מעט,חשוב מאוד,לא חשוב,לא חשוב
05/04/2026 22:52:43,כדורסל,26-35,זכר,תל אביב והמרכז,3 פעמים בשבוע או יותר,3,משתמש באפליקציות ייעודיות לניהול קבוצות,דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין),3,2,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",4,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,לא הייתי משתמש / לא מעניין אותי,5,חשוב מאוד,לא חשוב,לא חשוב,חשוב מאוד
05/04/2026 22:57:06,כדורסל,19-25,זכר,תל אביב והמרכז,3 פעמים בשבוע או יותר,5,"מעלה סרטונים ותמונות לרשתות החברתיות (אינסטגרם/טיקטוק), זוכר בראש מי ניצח וכמה הבקעתי","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו), שום דבר, אני נהנה גם ככה",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), שעות פעילות מדויקות",3,תלוי כמה העיצוב יהיה מרשים,אם היה לזה חיבור לליגות וסקאוטרים לקבוצות מקצועיות ,הייתי משתמש רק אם זה בחינם,5,חשוב מאוד,חשוב מעט,חשוב מעט,חשוב מאוד
05/04/2026 23:00:08,כדורסל,36-45,זכר,חיפה והצפון,1-2 פעמים בשבוע,3,כלום,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו), שום דבר, אני נהנה גם ככה",3,3,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",,3,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,2,חשוב מעט,חשוב מעט,חשוב מעט,לא חשוב
05/04/2026 23:15:05,כדורסל,46+,זכר,חיפה והצפון,1-2 פעמים בשבוע,3,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin)","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,4,קבוצות וואטסאפ של השכונה/החבר'ה,"כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",4,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,2,חשוב מאוד,חשוב מעט,לא חשוב,חשוב מעט
05/04/2026 23:20:13,כדורסל,36-45,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,3,כלום,"הכרה והערכה על ביצועים טובים, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,1,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",,5,אין לי רשתות חברתיות / לא מעלה כלום,,הייתי משתמש רק אם זה בחינם,2,חשוב מעט,חשוב מעט,חשוב מאוד,לא חשוב
05/04/2026 23:23:19,כדורסל,26-35,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,3,"זוכר בראש מי ניצח וכמה הבקעתי, כלום","סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",4,4,קבוצות וואטסאפ של השכונה/החבר'ה,"כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",3,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,4,חשוב מעט,חשוב מאוד,חשוב מאוד,לא חשוב
05/04/2026 23:23:55,כדורסל,19-25,זכר,ירושלים והסביבה,3 פעמים בשבוע או יותר,3,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),2,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,3,לא חשוב,חשוב מאוד,חשוב מעט,חשוב מעט
05/04/2026 23:26:03,כדורסל,46+,זכר,אזור השרון,1-2 פעמים בשבוע,2,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), זוכר בראש מי ניצח וכמה הבקעתי","סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), שום דבר, אני נהנה גם ככה",4,3,קבוצות וואטסאפ של השכונה/החבר'ה,שעות פעילות מדויקות,5,תלוי כמה העיצוב יהיה מרשים,מדד מדויק במספר פרמטרים,הייתי משתמש רק אם זה בחינם,3,לא חשוב,חשוב מאוד,לא חשוב,לא חשוב
